0,9.48,2.30,0.00
1,15.31,2.28,1716.00
2,18.14,2.26,3432.00
3,21.25,2.23,5148.00
4,23.66,2.19,6864.00
5,25.44,2.14,8580.00
6,26.93,2.09,10296.00
7,28.19,2.05,12012.00
8,29.52,2.01,13728.00
9,30.56,1.97,15444.00
10,31.39,1.95,17160.00
11,31.98,1.92,19206.00
12,32.70,1.90,21186.00
13,33.30,1.89,23166.00
14,33.85,1.87,25146.00
15,34.53,1.86,27126.00
16,34.81,1.84,28842.00
17,35.56,1.83,30558.00
18,35.97,1.81,32274.00
19,36.43,1.79,33990.00
20,37.14,1.78,35706.00
21,37.81,1.76,37422.00
22,38.34,1.75,39138.00
23,39.04,1.73,40854.00
24,39.65,1.71,42570.00
25,40.07,1.70,44286.00
26,40.56,1.68,46002.00
27,41.04,1.67,47718.00
28,41.67,1.65,49434.00
29,42.00,1.64,51150.00
30,42.47,1.63,52866.00
31,42.88,1.61,54582.00
32,43.16,1.60,56298.00
33,43.46,1.59,58014.00
34,44.01,1.58,59730.00
35,44.41,1.57,61446.00
36,44.70,1.56,63162.00
37,45.13,1.55,64878.00
38,45.44,1.54,66594.00
39,45.60,1.53,68310.00
40,45.95,1.52,70026.00
41,46.08,1.52,71742.00
42,46.39,1.51,73458.00
43,46.51,1.50,75174.00
44,46.77,1.50,76890.00
45,46.91,1.49,78606.00
46,47.19,1.49,80322.00
47,47.33,1.48,82038.00
48,47.55,1.48,83754.00
49,47.73,1.47,85470.00
50,47.69,1.47,87186.00
51,47.79,1.46,88902.00
52,48.03,1.46,90618.00
53,48.16,1.46,92334.00
54,48.16,1.45,94050.00
55,48.40,1.45,95766.00
56,48.50,1.45,97482.00
57,48.65,1.44,99198.00
58,48.84,1.44,100914.00
