0,9.48,2.30,0.00
1,16.19,2.50,1716.00
2,23.13,2.79,3432.00
3,24.47,3.00,5148.00
4,25.30,3.14,6864.00
5,25.90,3.22,8580.00
6,26.41,3.27,10296.00
7,27.04,3.30,12012.00
8,27.57,3.32,13728.00
9,28.16,3.32,15444.00
10,28.74,3.32,17160.00
11,25.56,3.31,19206.00
12,18.01,3.56,21186.00
13,18.56,3.55,23166.00
14,19.12,3.53,25146.00
15,19.70,3.53,27126.00
16,20.25,3.52,29106.00
17,20.77,3.52,31086.00
18,21.26,3.51,33066.00
19,21.86,3.51,35046.00
20,22.33,3.51,37026.00
21,22.82,3.50,39006.00
22,23.28,3.50,40986.00
23,23.80,3.50,42966.00
24,24.13,3.49,44946.00
25,24.41,3.49,46926.00
26,24.69,3.49,48906.00
27,25.06,3.48,50886.00
28,25.41,3.47,52866.00
29,25.67,3.47,54846.00
30,25.99,3.46,56826.00
31,26.30,3.45,58806.00
32,26.38,3.45,60786.00
33,26.87,3.44,62766.00
34,27.20,3.44,64746.00
35,27.36,3.43,66726.00
36,27.69,3.42,68706.00
37,27.96,3.42,70686.00
38,28.25,3.41,72666.00
39,28.42,3.40,74646.00
40,28.68,3.39,76626.00
41,28.90,3.38,78606.00
42,29.04,3.38,80586.00
43,29.33,3.37,82566.00
44,29.43,3.36,84546.00
45,29.67,3.35,86526.00
46,29.88,3.34,88506.00
47,30.01,3.33,90486.00
48,30.11,3.33,92466.00
49,30.41,3.32,94446.00
50,30.51,3.31,96426.00
51,30.73,3.30,98406.00
52,30.77,3.29,100386.00
