0,9.48,2.30,0.00
1,18.46,2.62,1716.00
2,23.79,2.81,3432.00
3,22.73,3.03,5148.00
4,23.57,3.18,6864.00
5,24.26,3.27,8580.00
6,25.11,3.32,10296.00
7,25.85,3.35,12012.00
8,26.65,3.37,13728.00
9,27.55,3.37,15444.00
10,28.14,3.37,17160.00
11,28.86,2.73,19206.00
12,29.34,2.06,21186.00
13,30.27,1.98,23166.00
14,30.94,1.96,25146.00
15,31.67,1.94,27126.00
16,32.39,1.93,29106.00
17,32.77,1.91,31086.00
18,33.11,1.90,33066.00
19,33.62,1.88,35046.00
20,34.16,1.87,37026.00
21,34.51,1.86,39006.00
22,34.85,1.85,40986.00
23,35.19,1.84,42966.00
24,35.58,1.83,44946.00
25,35.87,1.82,46926.00
26,36.19,1.81,48906.00
27,36.51,1.80,50886.00
28,36.84,1.80,52866.00
29,37.03,1.79,54846.00
30,37.22,1.78,56826.00
31,37.44,1.78,58806.00
32,37.57,1.77,60786.00
33,37.69,1.76,62766.00
34,38.03,1.76,64746.00
35,38.17,1.75,66726.00
36,38.29,1.75,68706.00
37,38.42,1.74,70686.00
38,38.52,1.73,72666.00
39,38.67,1.73,74646.00
40,38.85,1.72,76626.00
41,39.03,1.72,78606.00
42,39.23,1.72,80586.00
43,39.30,1.71,82566.00
44,39.63,1.71,84546.00
45,39.46,1.70,86526.00
46,39.54,1.70,88506.00
47,39.85,1.69,90486.00
48,39.86,1.69,92466.00
49,39.95,1.69,94446.00
50,40.15,1.68,96426.00
51,40.14,1.68,98406.00
52,40.41,1.67,100386.00
